"Book_ID","Title","Release_Date","Location"
16021961701,Walden West,1961,???
16036418904,Countryman's Journal,1963,???
16086716056,Time To Come,1965,???
16096576979,ANONIMA INTANGIBILI - STORIE MARZIANE,1974,???
16116352098,"The chapters of Coming forth by day or, The Theban recension of the Book of the dead Volume 2 ( 1910)[HARDCOVER]",,???
16116355778,The Osireion at Abydos Volume 9 ( 1904)[HARDCOVER],,???
16116359654,The artist : a drama without words (1912)[HARDCOVER],,???
16116362896,"The paradise, or garden of the holy fathers being histories of the anchorites, recluses, monks, coenobites and ascetic fathers of the deserts of Egypt Volume 2 ( 1907)[HARDCOVER]",,???
16116364089,Prussianism And Socialism (1920)[HARDCOVER],,???
16116367014,"The Paradise Or Garden of the Holy Fathers: Being Histories of the Anchorites, Recluses, Monks . Volume 1 ( 1907)[HARDCOVER]",,???
16118374025,Ragnarok: The Age of Fire and Gravel,1883,???
16120268196,IF Worlds of Science Fiction: July 1967 ('Spaceman'),1967,???
16142069000,Coptic Apocrypha in the dialect of Upper Egypt (1913)[HARDCOVER],,???
16145374882,The Lost Continent,1973,???
16201619952,"Tales of the Cthulhu Mythos, Volume 2",1971,???
16203185355,The City Outside the World.,1977,???
16239547366,Emily Dickinson: A Bibliography: 1850 - 1966,1968,???
16276914141,Et halvthundrede år mellem bøger: En hilsen til Volmer Rosenkilde på 70-års dagen 15. maj 1978,1978,???
16278513656,"Tops in Science Fiction, volume one, number one (Spring, 1953)",1953,???
16312342810,Flashing Swords! #2,1973,???
16323959286,"IF Worlds of Science Fiction: April, Apr. 1967 ('The Road to the Rim')",1967,???
16324278063,Under the Green Star (DAW Books #UQ1030),1972,???
16330951430,"The golden bottle: Or, The story of Ephraim Benezet of Kansas (Paperback)",,???
16330952484,From the caves and jungles of Hindostan (Paperback),,???
16371049068,The Valley of Fear,1978,???
16371049073,Tales of Terror and Mystery,1979,???
16384871098,The Big Jump (ACE # G-683),1953,???
16419499823,LOST WORLD OF TIME,1969,???
16426233795,Alpha ou la mort,1976,???
16428300969,"Amazing Stories, July 1960 (Vol. 34 No. 7)",1960,???
16428300971,"Amazing Stories, November 1960 (Vol. 34 No. 11)",1960,???
16428300972,"Amazing Stories, December 1960 (Vol. 34 No. 12)",1960,???
16450862320,"Emerson, Our Contemporary.",1970,???
16453973034,"ISAAC ASIMOV'S Science Fiction: July - August, Aug. 1978",1978,???
16454878546,"CHRISTOPHER LEE'S TREASURY OF TERROR - Great Picture Stories of Supernatural Horror #R-1498 [Pyramid Books; New York, 1966]",1966,???
16513127598,SWORDS AGAINST TOMORROW: Demon Journey; Bazaar of the Bizarre; Vault of Silence; Devils in the Walls; Citadel of Lost Ships,,???
16519215375,RACCONTI VARI. N. 28/29 ANNO III (Starcrash in anteprima-il futuro del sesso-fantascienza in Inghilterra-il festival di Cannes),1978,???
16542309530,"FANTASTIC Stories: February, Feb. 1975",1975,???
16578327945,"Bulfinch's Mythology: The Age of Fable, The Age of Chivalry, and Legends of Charlemagne",1913,???
16588001628,The Age of Fable: Stories of Gods and Heroes (A Premier Book),1961,???
16592408166,"Worlds of IF Science Fiction, March 1969 (Vol. 19 No. 3)- Special Hugo Awards Issue",1969,???
16594898283,Renegade of Callisto - #8 Jandar of Callisto,1978,???
16596202671,Der metaphysische Grundgedanke der heraklitischen Philosophie (1904)[HARDCOVER],,???
16600501267,"The Blessing of the Waters on the Eve of the Epiphany: The Greek, Latin . (1901)[HARDCOVER]",,???
16600508056,The tomb of two brothers (1910)[HARDCOVER],,???
16600762180,"The age of fable; or, Beauties of mythology (1874)[HARDCOVER]",,???
16601861016,Age Of Chivalry Legends Of Charlemagne,,???
16601886064,The life of Rabban Hormizd and the foundation of his monastery at Al-Kosh (1894)[HARDCOVER],,???
16602129099,The Queen of Sheba & her only son Menyelek being the history of the departure of God & His Ark of the covenant from Jerusalem to Ethiopia. (1922)[HARDCOVER],,???
16602168745,The contendings of the Apostles being the histories of the lives and martyrdoms and deaths of the twelve apostles and evangelists Volume 1 ( 1899)[HARDCOVER],,???
16603877763,The laughable stories collected by Mâr Gregory John Bar Hebræus. The Syriac text edited with an English translation by E. A. Wallis Budge (1897)[HARDCOVER],,???
16611516310,"EVERYMAN'S LIBRARY, FOR YOUNG PEOPLE: THE AGE OF FABLE.",1927,???
16640601048,Caesar's Column; A Story of the Twentieth Century,1890,???
16640601201,Doctor Huguet; A Novel,1891,???
16643174395,IF Science Fiction: July 1960,1960,???
16671755573,"FANTASTIC Stories: August, Aug. 1972",1972,???
16690803872,Mummy.,1974,???
16706186722,Tower of the Medusa; Kar Kaballa,1969,???
16706849542,Atlantis: The Antediluvian World,,???
16714225284,Time to Come: Science-Fiction Stories of Tomorrow,1969,???
16715075061,THE SILVER EGGHEADS by FRITZ LEIBER,,???
16749435712,Bulfinch's Mythology: The Age of Fable,1968,???
16776959296,Dickinson: Poems (Hardcover),,???
16794748174,The Lurker At the Threshold,1976,???
16844567718,"IF Worlds of Science Fiction: January, Jan. 1968 ('All Judgement Fled')",1968,???
16871413041,Le Peuple du talisman,1977,???
16873495682,Night's Yawning Peal,1974,???
16874614484,Contemporary Poets of Wisconsin- Centennial collection,1948,???
16880343450,The Warlord of the Air,1971,???
16881755652,Atlantis: The Antediluvian World,1973,???
16898443201,The Devil's Dictionary,1979,???
16905951321,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism",1978,???
16930900445,Flashing Swords 2,1974,???
16933703021,Black Legion of Callisto,1973,???
16934782654,Collected Poems 1937-1967,1967,???
16940409129,Danske topografiske exlibris. - Complete with all ex libris.,1969,???
16954172532,Karma and Reincarnation - A Collation from the Writings of Helena P. Blavatsky,,???
16954201242,Thr Son of Tarzan,1969,???
16955787908,Taarzan the Untamed,1963,???
16956632895,Collision Course/The Nemesis from Terra,,???
16957502267,Sky Priates of Callisto,1973,???
17004356376,Conan of the Isles,1969,???
17004356569,The Hidden Planet: Science-Fiction Adventures On Venus,1959,???
17004357111,Lost World of Time,1969,???
17004357222,Solar Lottery / The Big Jump,1955,???
17004357283,Collision Course / The Nemesis From Terra,1961,???
17004357342,Swordsmen in the Sky,1964,???
17004357492,Three Times Infinity,1963,???
17004357559,The Hidden Planet: Science-Fiction Adventures On Venus,1959,???
17004357656,Thongor at the End of Time (Thongor 5),1968,???
17004357783,Collision Course / The Nemesis From Terra,1961,???
17004357813,The Black Star,1973,???
17004358135,The Evil That Men Do / The Purloined Planet,1969,???
17010862303,The Monk and the Hangman's Daughter,1967,???
17030064520,Flashing Swords #4: Barbarians and Black Magicians,1977,???
17041373873,The Best of Edmond Hamilton,1977,???
17042952813,Portals of Tomorrow,1954,???
17051398520,"An Egyptian Hieroglyphic Dictonary With an index of English words, king list and geographical list with indexes, list of hieroglyphic characters, Coptic and Semitic alphabets, etc.",1978,???
17053303948,The Zombie Stories of H. P. Lovecraft: Featuring Herbert West--Reanimator and More! (Paperback),,???
17053314804,The Age of Fable or Stories of Gods and Heroes,1958,???
17069734368,Bow Down To Null / The Dark Destroyers (Ace Double D-443),,???
17113280935,Tales of Haunted Houses,1909,???
17116491009,Paradies II,1970,???
17116493944,Paradies II,1970,???
17116496377,Der Weg Nach Sinharat.,1967,???
17116501347,Der sterbende Stern - Ein Planetenabenteuer mit Eric John Stark (Terra Taschenbuch),1979,???
17116511336,Dämon aus dem All,1974,???
17116525739,"grosse Sprung, Der",1962,???
17116532055,Der sterbende Stern - Ein Planetenabenteuer mit Eric John Stark (Terra Taschenbuch),1979,???
17146192626,The Age Of Chivalry And The Legends Of Charlemagne (A Mentor Classic),,???
17163604030,"The Dwellers on the Nile: The Life, History, Religion and Literature of the Ancient Egyptians",1978,???
17191787980,Bulfinch's Mythology: Stories of Gods and Heroes,1900,???
17213179911,The Monk and the Hangman's Daughter.,1967,???
17224495014,Mr. Fairlie's Final Journey.,1968,???
17228039008,Karma and Reincarnation - A Collation from the Writings of Helena P. Blavatsky,,???
17231156041,Conan #11: Conan of Aquilonia,1977,???
17231168907,The Only Place We Live,1976,???
17271263149,The Rosetta stone (1913)[HARDCOVER],,???
17289920046,Der Weg nach Sinharat. - Abenteuer auf dem Mars / Terra Fantasy Taschenbuch 40.,1977,???
17289987009,Der grüne Stern ruft. Grüner Stern-Zyklus 02.,1974,???
17296184836,The Mummy,1972,???
17309479142,The Age of Chivalry,1234,???
17321033437,La strada per Sinharat.,1972,???
17352748070,"Tutankhamen, Amenism, Atenism and Egyptian Monotheism",1979,???
17355172575,The Evil That Men Do/The Purloined Planet,,???
17355172590,The Flame of Iridar / Peril of the Starmen,,???
17355180073,"The Howard Collector. Autumn 1971 -- Volume 3, Number 3 -- Whole Number 15",1971,???
17371941549,Wie Kan Ik Zeggen Dat Er Is?,1968,???
17371942860,Le Rodeur Devant le Seuil,1975,???
17371946015,The Hounds of Skaith,1976,???
17371948547,The Time of Infinity,1963,???
17371950922,The Big Jump,1967,???
17382710157,Le masque de cthulhu,1975,???
17398975972,Oliver Twist,,???
17398980716,"THRILLING WONDER Stories: October, Oct. 1949",1949,???
17431310125,The Big Jump,1955,???
17475986893,Egyptian Religion. Egyptian Ideas of the Future Life.,1972,???
17486983274,Am Morgen einer anderen Zeit,1959,???
17490790226,Final Harvest,1976,???
17498862940,Tales of Soldiers and Civilians,1971,???
17507276019,Letters of Emily Dickinson (1894)[HARDCOVER],,???
17515521501,Poems (1911)[HARDCOVER],,???
17533804540,Wächter am Todestor - Terra Fantasy Band 41,1977,???
17534296467,"The Secret Doctrine The Synthesis of Science, Religion, and Philosophy Volume 2 ( 1917)[HARDCOVER]",,???
17538808895,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): October, Oct. 1964",1964,???
17543362116,The Rosetta Stone,1939,???
17635696542,DIABOLICAL DEFINITIONS.,1970,???
17662494296,Father Marquette and the Great Rivers,1955,???
17666157560,The Egyptian heaven and hell Volume 2 ( 1905)[HARDCOVER],,???
17683652843,"FANTASTIC Sword & Sorcery and Fantasy Stories: December, Dec. 1977",1977,???
17686962698,Les HOMMES STELLAIRES The Starmen EPUISE,1974,???
17696362080,"The Colour Out of Space -by H P Lovecraft (Picture in the House, Call Cthulhu, Cool Air, Whisperer in Darkness, Terrible Old Man, Shadow Out of Time) (Color)",1975,???
17703341291,The House on the Mound,1958,???
17707785044,La Trace De Cthulhu -by August Derleth ( H P Lovecraft related) ( French Edition of The Trail of Cthulhu ),1974,???
17707785046,Le Masque De Cthulhu ----avec La Trace De Cthulhu -by August Derleth -TWO VOLUMES( H P Lovecraft related) ( French Edition of The Trail /and/ Mask of Cthulhu ),1976,???
17707785050,L'Ombre Venue De l'Espace ---by H P Lovecraft ( French Edition of The Survivor and Others),1978,???
17707785056,Le Rodeur Devant Le Seuil -by H P Lovecraft ( French Edition of Lurker at the Threshold ),1973,???
17707785057,La Trace De Cthulhu -by August Derleth ( H P Lovecraft related) ( French Edition of The Trail of Cthulhu ),1975,???
17707785059,Huit ( 8 ) Histoires De Cthulhu ( Tales of the Cthulhu Mythos - French Edition )( H P Lovecraft related),1975,???
17708772870,The Mummy,1974,???
17720022583,Harrigan's File,1975,???
17721443228,BLACK LEGION OF CALLISTO,1975,???
17735375371,WEIRD TALES: May 1954,1954,???
17744136306,The Monk and the Hangman's Daughter and Other Stories,1955,???
17751840835,Flashing Swords! #1,1973,???
17759598492,Flashing Swords! - #2,1973,???
17764494169,The destruction of Atlantis : RagnarFok: the age of fire and gravel.,1974,???
17774198704,Outer Reaches: Favorite Science-Fiction Tales Chosen By Their Authors,1951,???
17774213312,Mummy.,1974,???
17774286033,Vincennes: Portal to the West,1968,???
17774301360,"Emerson, Our Contemporary.",1970,???
17785004806,La stella amara,1978,???
17791647434,"WEIRD TALES: January, Jan. 1951",1951,???
17816064813,Monk and Hangman's Daughter,1967,???
17834158761,"Great Tales of Suspense: The Magic Shop, The Ghost Chamber, The Adventure of the Norwood Builder, Beyond the Wall, and The Specter Bridegroom",,???
17841460782,HARRIGAN'S FILE,1975,???
17871070369,By the Light of the Green Star,1974,???
17890205038,Tarzan the Terrible [Tarzan #8],1963,???
17890869065,Mr. Fairlie's Final Journey,1976,???
17899354351,Conan of Aquilonia,,???
17899541608,The Enchantress at the Worlds' End,1975,???
17899541609,As the Green Star Rises,1975,???
17917054559,"AMAZING Stories: December, Dec. 1967 ('Santaroga Barrier')",1967,???
17922142412,MYTHS OF GREECE AND ROME. EDITED BY BRYAN HOLME.,1979,???
17959936371,The Devil's Dictionary (Dover Thrift Editions),,???
17976341577,The devil's dictionary (Forum books),1948,???
17988219912,Up the Nile by steam (1872)[HARDCOVER],,???
18020271789,The Mummy,1974,???
18026369760,THE MAN WHO LOVED MARS,1973,???
18033987695,Evil Under The Sun,1963,???
18046429869,Mein Lieblingsmord. Mit einem Nachwort von Edouard Roditi,1975,???
18059780116,Easy Lessons in Egyptian Hieroglyphics (Paperback),1977,???
18072154108,Piratas de Skaith. Libro de Skaith III.,,???
18075627086,St. Ignatius and the Company of Jesus [exciting & dramtic story of the saint & of the order he founded: 1491-1556],1956,???
18115185057,Tolkien: A Look Behind The Lord of the Rings,,???
18139639779,The Best of Edmond Hamilton,1977,???
18217724726,"Coumarins from Acelylene Derivatives (pp. 91-93) AND An Edaphic Study of Two Spartina spartinae Locations in Texas (pp. 93-95) AND An Unusual Variant of the Whiptail Lizard, Cnemidophorus gularis (Sauria : Teiidae), from New Mexico (pp. 95-97) AND A Rev",1969,???
18243464574,The Wisconsin,1942,???
18247217793,"IF Worlds of Science Fiction: August, Aug. 1966",1966,???
18253516448,"Portals of Tomorrow, The Best of Science Fiction and Other Fantasy",1954,???
18253522649,Mischief in the Lane,1944,???
18259794610,Egyptian Religion,1959,???
18273784288,"The life and exploits of Alexander the Great being a series of translations of the Ethiopic histories of Alexander by the Pseudo-Callisthenes and other writers, with introduction, etc. (1896)[HARDCOVER]",,???
18273882488,Preussentum und Sozialismus (1920)[HARDCOVER],,???
18279847890,STRANGER AT HOME,1946,???
18289073181,"A Reclassification of the Pennsylvanian System in the Northern Mid-Continent Region (pp. 13-15) AND The Kelsey Dome, Upshur County, Texas (pp. 16-17) AND Granite and Limestone Velocity Determination in Arbuckle Mountains, Oklahoma (pp. 18-19) AND Origin",1933,???
18289780879,"An account of the sarcophagus of Seti I, king of Egypt, B.C. 1370 (1908)[HARDCOVER]",,???
18290295496,A guide to the Babylonian and Assyrian antiquities (1922)[HARDCOVER],,???
18310960596,The Age of Fable or Beauties of Mythology With a Foreword by Palmer Bovie,1962,???
18310960659,The Age of Chivalry and Legends of Charemagne: or Romance of the Middle ages With Forewood by Palmer Bovie,1962,???
18354419443,IF Worlds of Science Fiction: July 1967 ('Spaceman'),1967,???
18356462011,Age Of Fable,,???
18357010925,Easy Lessons In Egyptian Hieroglyphics With Sign List. - Books On Egypt And Chaldaea.,1935,???
18369566244,PURSUIT DETECTIVE STORY MAGAZINE No. 7 January 1955,1955,???
18376791547,The Galactic Breed. (The Starmen). / Conquest of the Space Sea,1955,???
18383511073,Ragnarok: The Age of Fire and Gravel,1970,???
18385031906,FANTASTIC UNIVERSE JUNE-JULY 1953,1953,???
18385031911,STARTLING STORIES JANUARY 1941,1941,???
18412354261,"Quatre histoires de zombi, sur les traces des morts vivants. Bibliothèque Marabout, fantastique, N° 543.",1975,???
18423141264,Wind Over Wisconsin,1938,???
18440112995,Ich war das Opfer,1961,???
18442252432,"IF Worlds of Science Fiction: April, Apr. 1967 ('The Road to the Rim'; 'The Iron Thorn')",1967,???
18442252434,IF Worlds of Science Fiction: May 1967 ('Spaceman!'; 'The Road to the Rim'),1967,???
18457810512,HALFLING AND OTHER STORIES,1973,???
18458388866,"IF Worlds of Science Fiction: January, Jan. 1967 ('The Iron Thorn'; 'Snow White and the Giants')",1967,???
18464858902,The Big Jump,,???
18481393194,BIGALASSIA NUMERO 21 ANONIMA INTANGIBILI - STORIE MARZIANE,1970,???
18486108152,The Shadow in the Glass (a Novel Based on the Life of the First Governor of Wisconsin),1963,???
18487241338,The Magazine of FANTASY AND SCIENCE FICTION (F&SF): May 1975 ('The Stochastic Man'; 'Sherlock Holmes Versus the Martians'),1975,???
18495574258,Music Lovers' Encyclopedia,,???
18495574260,"Music Lovers' Cyclopedia - Containing a Pronouncing and Defining Dictionary of Terms, Instruments, & C. , Including a Key to the Pronunciation of Sixteen Languages; Many Charts; an Explanation of the Construction of Music for The.",,???
18500752637,"Bulfinch's Mythology The Age of the Fable, the Age of Chivalry, Legends of Charlemagne",1934,???
18513225436,The Liturgy of Funerary Offerings; The Egyptian Texts with English Translations,1972,???
18518594470,MEMOIRS OF SOLAR PONS,1975,???
18539950882,STARTLING Stories: Spring 1954 ('The Houses of Iszm'),1954,???
18572144197,St. Ignatius and the Company of Jesus,1956,???
18584675456,LOST WORLD OF TIME,1969,???
18587672061,Le secret de sinharat,1977,???
18592289238,Mythology,1962,???
18601263765,Three Times Infinity,,???
18644421843,"ALPHA CENTAURI OR DIE!, bound with LEGEND OF LOST EARTH",1963,???
18644423628,"SCRIBNER'S MAGAZINE, Volume C (100), July, August, September,1936; Fool About A Horse (Faulkner); Old Lady Has Her Day/Turns the Other Cheek (Derleth); An Enemy of the People (Callaghan); Pretty Little Mrs. Harper (O'Hara) ; etc",1936,???
18657093030,ADVENTURES OF SOLAR PONS,1976,???
18657093035,PEOPLE OF THE TALISMAN/SECRET OF SINHARAT,1964,???
18663175643,The Flame of Iridar / Peril of the Starmen,1967,???
18666343618,"On some Egyptian bronze weapons in the collections of John Evans, Esq., and the British Museum. A rare original article from the journal Archaeologia, 1892.",1892,???
18666343630,"On a Coptic Grave-shirt in the possession of General Sir Francis Grenfell, G.C.B., G.C.M.G., etc. A rare original article from the journal Archaeologia, 1893.",1893,???
18670593497,"H. P. Blavatsky Collected Writings, Volume IX 1888",1962,???
18670992715,The Age of Fable,1966,???
18685931592,Organ Building and Design,1969,???
18699473879,Black Legion of Callisto,1972,???
18700775715,The Wizard of Lemuria F-326,1965,???
18700775720,"The Barbarian of World's End (Gondwane Epic, Bk. 4)",1977,???
18700796409,Enchantress of Venus in Planet Stories Fall 1949,1949,???
18700796423,Teleportress of Alpha C in Planet Stories Winter 1954-1955,1954,???
18700796427,Last Call from Sector 9G in Planet Stories Summer 1955,1955,???
18711891640,The Collected Writings,1960,???
18712190045,The Immortal of World's End,1976,???
18720729558,Contes noirs,,???
18741958682,New Lands,,???
18742061600,Persuasion #61,1968,???
18755296648,The Age Of Chivalry And Legends of Charlemagne or Romance Of The Middle Ages,1962,???
18766276891,BEACHHEADS IN SPACE,1954,???
18774587783,Loti's Pecheur D'Islande,1902,???
18785274997,Oliver Twist,1963,???
18808047026,"ORBIT Science Fiction: (Fall) 1953, No. 1",1953,???
18809808484,Write It Right,1943,???
18817841822,"Amazing Stories Volume 4, Number 2 May 1929",1929,???
18819556224,"the great cryptogram francis bacon,s cipher in the socalled shakespeare plays vol.i (1888) Volume 1 ( 1888)[HARDCOVER]",,???
18825604082,"The Gods of the Egyptians, Volume 2",1969,???
18830780879,Harrigan's File,1975,???
18830844732,Legends Of The Gods (Paperback),1912,???
18837117200,Hickory Dickory Death,1966,???
18840823157,Bulfinch's mythology. Age of fable. Age of chivalry. Legends of Charlemagne. Text in Englisch,,???
18845296080,The Golden Age of Myth and Legend - Being a Revised & Enlarged Edition of '' The Age of Fable '',1924,???
18847098485,THE MOON TENDERS,1958,???
18870861003,The Immortal Of World's End: The Third Book Of The Gondwane Epic,1976,???
18871605575,The Big Jump,1955,???
18881098334,New Poems of Emily Dickinson,,???
18884549957,"The Gods of the Egyptians, Volume 1",1969,???
18885373319,Sky Pirates of Callisto,1973,???
18899541246,The Woman Who Lost Him and Tales of the Army Frontier,1913,???
18914649994,The Ginger Star (Skaith #1),1974,???
18944663147,AMERICAN SCIENCE FICTION MAGAZINE - THE DEAD WORLD.,1952,???
18977884101,The Other Side of Tomorrow,1973,???
18986741568,THE SECRET OF SINHARAT bound with PEOPLE OF THE TALISMAN,1964,???
19003031511,Three Times Infinity An Original Gold Medal Collection of Novelettes,1958,???
19007296567,book of opening the mouth vol.2 (1909)[HARDCOVER],,???
19007299703,Twenty-one letters of Ambrose Bierce (1922)[HARDCOVER],,???
19016533949,The Other Side Of The Moon,1963,???
19027441736,"THRILLING WONDER Stories: February, Feb. 1950",1950,???
19034342192,The Hounds of Skaith,,???
19049041186,Le peuple du talisman,1977,???
19053423360,The Trojan War: With Introductory Notes on the Grecian Divinities Adapted from the Age of Fable,1957,???
19058309992,Space Time & Crime,,???
19058327481,Complete poems,1960,???
19060939963,THE GINGER STAR,1974,???
19062008056,The Only Place We Live Wood Engravings by Frank Utpatel,1966,???
19066090005,Can Such Things Be (Wordsworth American Classics),,???
19080035637,PLANET Stories: Summer 1946,1946,???
19084570100,"Amazing Stories - March 1963 - Vol. 37, No. 3",,???
19084570205,Fantastic February 1962 Volume 11 Number 2,,???
19084570433,"Spaceway Stories of the Future, April 1954 (Vol. 1, No. 3)",,???
19084570461,"Worlds of If, March-April 1974",,???
19095751319,The Coming of the Terrans,1967,???
19102316752,"Scandinavia, Ancient and Modern: Being a history of Denmark, Sweden, & Norway - The Family Library, Nos. 136 + 137",1841,???
19103497180,The Galactic Breed (The Starmen) / Conquest of the Space Sea,1955,???
19114382974,Gennem Italien i H.C. Andersens fodspor.,,???
19127591848,"DRAGONS, ELVES AND HEROES by LIN CARTER (EDITOR)",,???
19142507232,LOS QUE VIGILAN DESDE EL TIEMPO Y OTROS CUENTOS.,,???
19145849020,Hawk on the Wind,1938,???
19170875952,Elephants Can Remember,1972,???
19176555832,Egyptian Religion,1959,???
19176555837,The Mummy,1974,???
19179307464,Immortal of World's End,,???
19181163270,The Shuttered Room and Other Tales of Horror,1973,???
19182181963,Bulfinch's Mythology,1979,???
19197638509,The Age of Fable or Beauties of Mythology,1898,???
19199525647,THE STARMEN OF LLYRDIS,1976,???
19242752578,Walden West,1961,???
19246124513,The Other Side Of The Moon,1963,???
19247665284,Tolkien: A Look Behind the Lord of the Rings,1976,???
19263134126,Time To Come,1958,???
19276952040,"The Arkham Collector Number Seven: Summer, 1970",1970,???
19276952052,"The Arkham Collector Number Eight: Winter, 1971",1971,???
19277666190,"Bulfinch's Mythology, the Age of Fable, the Legends of Charlemagne, the Age of Chivalry",1967,???
19278398116,Conan the Buccaneer by L. Sprague De Camp and Lin Carter by L. Sprague De Camp and Lin Carter,,???
19300049014,The age of fable; or beauties of mythology,1899,???
19300714384,Conan of the Isles,,???
19327096148,Bulfinch's Mythology,1959,???
19342717713,"Scribner's Magazine December, 1934",1934,???
19346633416,The Lad and the Lion,1978,???
19346640349,The Arkham Collector: Number Nine Only. Spring 1971,1971,???
19346640350,The Arkham Collector: Number Ten Only. Summer 1971,1971,???
19356971628,My Life Had Stood a Loaded Gun,,???
19373730437,"Fantastic Science Fiction & Fantasy Stories, August 1972",1972,???
19375626441,La Chiave della teosofia. Gli Insegnamenti Fondamentali della Teosofia.,,???
19439927078,Poetry out of Wisconsin,1937,???
19448039442,The Devil's Dictionary,1971,???
19451559664,"The Son Of Tarzan (Tarzan Series, Volume 4) (Ballantine U2004)",1963,???
19496336416,New Lands,,???
19497620906,Seven Dials Mystery,,???
19497674676,THE BOOMERANG CLUE by AGATHA CHRISTIE,,???
19554743349,Caesar's Column: A Story of the Twentieth Century,,???
19574871268,A Christmas Carol,,???
19586146168,The Man Who Loved Mars,1973,???
19593306436,Wo ist meine Frau?,1962,???
19606290662,Egyptian Magic,1971,???
19614274808,The Big Jump,1955,???
19633740613,"VENTURE Science Fiction: March, Mar. 1957",1957,???
19650898911,REAVERS OF SKAITH,1976,???
19675227218,The Collected Writings of Ambrose Bierce,1970,???
19682808565,Egyptian Religion,,???
19682808577,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism",,???
19683298213,The Trojan War,1957,???
19688286078,"ATLANTIS: THE ANTEDILUVIAN WORLD [Unique mis-bound copy - The pages stop at p106 and when recommencing at p167 the gatherings are misbound as follows: p167-170, 163-166, 159-162, 155-158, 151-154 creased in production, 147-150 also creased, 143-146, 139",1950,???
19692518165,The Morte Darthur,,???
19694306083,The Rosetta Stone,1922,???
19728405148,"BULFINCH'S MYTHOLOGY: THE AGE OF FABLE, THE AGE OF CIVALRY, LEGENDS OF CHARLEMAGN",1969,???
19739115009,The Age of Fable.,1929,???
19739844464,Babylonian Life and History. Second Edition,1925,???
19814067686,The Paradise or Garden of the Holy Fathers (1907)[HARDCOVER],,???
19835626653,Atlantis The Antediluvian World A Modern Revised Edition,1949,???
19902955216,THE CHRONICLES OF SOLAR PONS,1973,???
19902955218,MR. FAIRLIE'S FINAL JOURNEY,1968,???
19929133544,The Original Illustrated: Arthur Conan Doyle,,???
19929505327,The Starman of Llyrdis,1976,???
19946029573,Galactic Rejects,,???
19972923403,REAVERS OF SKAITH,1976,???
19989438783,"Ambrose Bierce's Civil War,",1956,???
19997834498,The Mummy,1972,???
19999440102,At the Earths Core,1914,???
20001365079,Tarzan Triumphant,,???
20001365982,Edgar Rice Burroughs: Master of Adventure,,???
20001365991,Jungle Tales of Tarzan,,???
20001367556,Tarzan and the Ant Men,,???
20001367559,Tarzan and the Jewels of Opar,,???
20010120624,La sombra fuera del espacio,,???
20010651180,IF Worlds of Science Fiction: July 1967 ('Spaceman'),1967,???
20019488476,The Dolphins of Altair,,???
20028516608,The Age of Fable,1905,???
20037574060,D-53: The Weapn Shops of Isher / Gateway to Elsewhere; D-99: The Galactic Breed / Conquest of the Space Sea; F-104: Mayday Orbit / No Man's World; D-517: Bring Back Yesterday / The Trouble with Tyco,1961,???
20073052302,Mr. Fairlie's Final Journey,1979,???
20073052308,"Chronicles of Solar Pons, The",1976,???
20076208644,The Devil's Dictionary,1948,???
20080340530,"LOVECRAFT, H. P. & Others: Tales of the Cthulhu Mythos: Volume 2",1975,???
20098125515,"SPACE Stories: February, Feb. 1953 ('The Big Jump')",1953,???
20113332880,A Christmas Carol (Treasury of Illustrated Classics),,???
20132274634,Solar Pons Mr. Farlie's Final Journey,1976,???
20147901412,The Wisconsin Valley A Students' Guide to Localized History,1969,???
20149334778,The Outline of Mythology: The Age of Fable; The Age of Chivalry; Legends of Charlemagne,1913,???
20154330115,"Bulfinch's Mythology: Includes The Age of Fable, The Age of Chivalry & Legends of Charlemagne [Paperback] Bulfinch, Thomas and Manguel, Alberto",,???
20165460291,Egyptian Religion: Egyptian Ideas of the Future Life,1972,???
20167376980,Peter og Ping. 26. Aargang. 1948.,,???
20167377028,Valdemar Andersen. En dansk tegner.,,???
20175045909,"Age of Chivalry, or King Arthur and His Knights (Bulfinch's): A New, Revised and Enlarged Edition",1900,???
20196081871,"FANTASTIC STORY: March, Mar. 1953",1953,???
20223584430,"Amazing Stories, March 1960 (Vol. 34 No. 3)",1960,???
20233217494,The Reminiscences of Solar Pons #5,1975,???
20233217495,The Return of Solar Pons #6,1975,???
20247831133,Bright journey,,???
20253336960,Tarzan the Invincible,1964,???
20255302950,THE BARBARIAN OF WORLD'S END.,,???
20255302964,JOURNEY TO THE UNDERGROUND WORLD.,1979,???
20255302967,THE PIRATE OF WORLD'S END.,1978,???
20255302976,THE WIZARD OF ZAO.,1978,???
20273499113,"Bulfinch's Mythology (The Age of Fable, the Age of Chivalry, the Legends of Charlemagne",1970,???
20281396970,THE GINGER STAR,1974,???
20284987218,Mr. Fairlie's Final Journey,1976,???
20321053675,Dragonrouge,,???
20324540219,Final Harvest: Emily Dickinson's Poems,,???
20332143727,"FANTASY FICTION Magazine: November, Nov. 1953",1953,???
20332862630,Age of Chivalry,1901,???
20338166036,Time To Come,1963,???
20338166054,New Worlds Science Fiction For Old,1963,???
20338166091,From Other Worlds,1964,???
20341695952,Egyptian Religion,1959,???
20350662750,The Wind Leans West,1969,???
